EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1004,25,18-25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,29820,Upto 5k,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2.0
RM1022,25,18-25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,29925,Upto 5k,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2.0
RM1175,25,18-25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,261249,5k-10k,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7.0
RM1412,25,18-25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,55538,Upto 5k,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2.0
RM1414,25,18-25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,36870,Upto 5k,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2.0
RM1434,25,18-25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,85407,Upto 5k,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4.0
RM043,26,26-35,Yes,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,55,1,Male,48,1,1,Laboratory Technician,3,Single,29374,Upto 5k,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1.0
RM055,26,26-35,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,48501,Upto 5k,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0.0
RM126,26,26-35,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,39996,Upto 5k,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3.0
RM135,26,26-35,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,51388,Upto 5k,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7.0
RM279,26,26-35,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,220314,5k-10k,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4.0
RM285,26,26-35,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,65455,Upto 5k,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3.0
RM289,26,26-35,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,53520,Upto 5k,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2.0
RM294,26,26-35,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,41179,5k-10k,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4.0
RM356,26,26-35,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,59455,5k-10k,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7.0
RM383,26,26-35,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,36050,Upto 5k,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4.0
RM419,26,26-35,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,58291,Upto 5k,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2.0
RM454,26,26-35,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,83083,Upto 5k,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0.0
RM461,26,26-35,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,79626,Upto 5k,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0.0
RM464,26,26-35,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,48852,Upto 5k,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0.0
RM476,26,26-35,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,38162,5k-10k,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4.0
RM506,26,26-35,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,38633,Upto 5k,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2.0
RM572,26,26-35,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,52063,Upto 5k,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0.0
RM574,26,26-35,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,42123,5k-10k,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2.0
RM615,26,26-35,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,3,Female,88,2,1,Research Scientist,3,Married,39183,Upto 5k,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7.0
RM686,26,26-35,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,39883,Upto 5k,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7.0
RM734,26,26-35,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,209647,5k-10k,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3.0
RM749,26,26-35,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,57604,Upto 5k,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2.0
RM763,26,26-35,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,55280,Upto 5k,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2.0
RM770,26,26-35,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,37657,Upto 5k,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3.0
RM782,26,26-35,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,33723,Upto 5k,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3.0
RM798,26,26-35,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,43462,Upto 5k,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0.0
RM844,26,26-35,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,36213,Upto 5k,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7.0
RM913,26,26-35,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,53,3,1,Research Scientist,4,Single,63933,Upto 5k,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2.0
RM999,26,26-35,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,38808,Upto 5k,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1.0
RM1005,26,26-35,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,39057,Upto 5k,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7.0
RM1119,26,26-35,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1,1581,1,Female,89,3,1,Research Scientist,4,Married,32832,Upto 5k,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0.0
RM1207,26,26-35,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,26177,Upto 5k,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7.0
RM1225,26,26-35,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,22827,Upto 5k,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2.0
RM1298,26,26-35,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,74234,Upto 5k,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4.0
RM1310,26,26-35,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,Sales Executive,4,Single,40948,Upto 5k,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2.0
RM1350,26,26-35,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,63785,Upto 5k,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0.0
RM1362,26,26-35,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,27529,Upto 5k,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7.0
RM1387,26,26-35,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,95,3,1,Laboratory Technician,1,Single,41042,Upto 5k,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6.0
RM1465,26,26-35,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,45178,Upto 5k,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0.0
RM1465,26,26-35,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,25598,Upto 5k,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,5.0
RM005,27,26-35,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,40,3,1,Laboratory Technician,2,Married,56553,Upto 5k,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2.0
RM042,27,26-35,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,54,4,Female,33,3,1,Laboratory Technician,1,Divorced,34464,Upto 5k,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0.0
RM044,27,26-35,No,Travel_Frequently,994,Sales,8,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,77338,5k-10k,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7.0
RM162,27,26-35,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,72474,Upto 5k,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2.0
RM165,27,26-35,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,38784,Upto 5k,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1.0
RM171,27,26-35,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,69070,Upto 5k,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1.0
RM192,27,26-35,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,41347,Upto 5k,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3.0
RM201,27,26-35,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,163975,Upto 5k,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0.0
RM213,27,26-35,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,63292,5k-10k,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7.0
RM319,27,26-35,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,34195,Upto 5k,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2.0
RM321,27,26-35,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,58857,Upto 5k,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4.0
RM332,27,26-35,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,74898,5k-10k,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4.0
RM340,27,26-35,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,67546,5k-10k,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7.0
RM374,27,26-35,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,38340,Upto 5k,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4.0
RM486,27,26-35,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,75767,Upto 5k,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3.0
RM496,27,26-35,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,39139,Upto 5k,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2.0
RM513,27,26-35,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,44323,Upto 5k,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1.0
RM522,27,26-35,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,40396,Upto 5k,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4.0
RM531,27,26-35,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,233978,5k-10k,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7.0
RM538,27,26-35,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,324403,5k-10k,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7.0
RM555,27,26-35,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,79309,5k-10k,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7.0
RM577,27,26-35,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,80377,Upto 5k,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1.0
RM611,27,26-35,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844,3,Male,42,2,3,Research Director,4,Divorced,177090,10k-15k,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8.0
RM616,27,26-35,No,Non-Travel,443,Research & Development,3,3,Medical,1,850,4,Male,50,3,1,Research Scientist,4,Married,49953,Upto 5k,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0.0
RM671,27,26-35,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933,2,Female,76,3,1,Research Scientist,3,Single,45322,Upto 5k,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0.0
RM718,27,26-35,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,45355,Upto 5k,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2.0
RM740,27,26-35,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,110462,Upto 5k,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2.0
RM787,27,26-35,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,26983,Upto 5k,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2.0
RM834,27,26-35,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,71153,Upto 5k,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2.0
RM890,27,26-35,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,57318,Upto 5k,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8.0
RM903,27,26-35,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,44416,Upto 5k,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3.0
RM971,27,26-35,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,44328,Upto 5k,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0.0
RM975,27,26-35,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,4,Male,43,1,2,Sales Executive,4,Single,87334,5k-10k,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0.0
RM997,27,26-35,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,41665,5k-10k,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4.0
RM998,27,26-35,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,64891,Upto 5k,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7.0
RM1018,27,26-35,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,2,Male,91,3,1,Laboratory Technician,1,Married,40621,Upto 5k,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4.0
RM1150,27,26-35,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,35281,Upto 5k,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7.0
RM1170,27,26-35,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,54830,Upto 5k,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2.0
RM1171,27,26-35,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,60049,Upto 5k,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2.0
RM1249,27,26-35,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,79337,Upto 5k,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4.0
RM1318,27,26-35,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,25102,Upto 5k,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2.0
RM1329,27,26-35,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,Sales Representative,3,Married,47621,Upto 5k,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8.0
RM1335,27,26-35,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,56109,Upto 5k,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3.0
RM1351,27,26-35,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,50372,5k-10k,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7.0
RM1368,27,26-35,No,TravelRarely,1354,Research & Development,2,4,Technical Degree,1,1931,2,Male,41,3,1,Research Scientist,2,Married,73807,Upto 5k,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2.0
RM1380,27,26-35,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,54668,Upto 5k,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0.0
RM1394,27,26-35,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,78921,Upto 5k,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7.0
RM1468,27,26-35,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,138987,5k-10k,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3.0
RM1468,27,26-35,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,260361,5k-10k,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3.0
RM015,28,26-35,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,Single,45351,Upto 5k,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3.0
RM052,28,26-35,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,47567,Upto 5k,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2.0
RM098,28,26-35,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,61110,Upto 5k,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4.0
RM163,28,26-35,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,43461,Upto 5k,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2.0
RM265,28,26-35,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,54634,Upto 5k,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0.0
RM273,28,26-35,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,77664,Upto 5k,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4.0
RM290,28,26-35,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,35503,Upto 5k,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2.0
RM303,28,26-35,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,97614,5k-10k,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7.0
RM324,28,26-35,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,60788,Upto 5k,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2.0
RM375,28,26-35,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,44022,5k-10k,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7.0
RM405,28,26-35,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,50429,Upto 5k,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,
RM541,28,26-35,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,54818,Upto 5k,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7.0
RM599,28,26-35,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,67446,Upto 5k,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1.0
RM613,28,26-35,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,47865,Upto 5k,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5.0
RM630,28,26-35,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,51812,Upto 5k,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4.0
RM660,28,26-35,No,Travel_Rarely,821,Sales,5,4,Medical,1,916,1,Male,98,3,2,Sales Executive,4,Single,35569,Upto 5k,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2.0
RM669,28,26-35,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930,3,Female,77,3,1,Research Scientist,3,Divorced,66304,Upto 5k,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2.0
RM765,28,26-35,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,42743,Upto 5k,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0.0
RM781,28,26-35,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,99348,5k-10k,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9.0
RM789,28,26-35,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,76468,Upto 5k,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7.0
RM794,28,26-35,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,31677,Upto 5k,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2.0
RM801,28,26-35,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,35448,Upto 5k,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0.0
RM810,28,26-35,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,287632,5k-10k,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7.0
RM820,28,26-35,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,58617,Upto 5k,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4.0
RM828,28,26-35,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,33362,Upto 5k,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2.0
